evidence_id,work_id,version_id,extraction_field,normalized_value,evidence_source_level,source_locator,evidence_paraphrase,verification_status,notes
BAII4E0142,BAIIW0168,BAIIV0257,detection_method_and_processing,primary=VAE surrogate + Celerite + HMM additive Bayesian flare model; additional=Exact Celerite+HMM comparator; extensive simulation; AFINO=NO; wavelet=NO; Bayesian=YES; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract,Available source describes the primary analysis as VAE surrogate + Celerite + HMM additive Bayesian flare model; additional processing/method information: Exact Celerite+HMM comparator; extensive simulation.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0143,BAIIW0168,BAIIV0257,validation_and_robustness,window=NOT_APPLICABLE; processing=YES; injection=NOT_REPORTED; ground_truth=YES; selection_function=NOT_REPORTED; heldout=NOT_REPORTED,ABSTRACT,arXiv abstract,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness YES, injection–recovery NOT_REPORTED, known ground truth YES, selection-function characterization NOT_REPORTED, held-out validation NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0144,BAIIW0168,BAIIV0257,reported_conclusions_and_limitations,methodological=A VAE approximation accelerates a Bayesian additive Celerite+HMM flare model while retaining structural fidelity in reported simulations.; catalog=NOT_APPLICABLE; validation=Extensive simulations compare the surrogate with exact Celerite; empirical time-series comparisons assess computational/scientific behavior.,ABSTRACT,arXiv abstract,Authors/source-level conclusions were paraphrased as: A VAE approximation accelerates a Bayesian additive Celerite+HMM flare model while retaining structural fidelity in reported simulations. Validation context: Extensive simulations compare the surrogate with exact Celerite; empirical time-series comparisons assess computational/scientific behavior. Limitations: The abstract does not describe a flare injection–recovery selection function or independent held-out benchmark.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0145,BAIIW0181,BAIIV0273,population_and_sample,TESS=YES; sample=M/K dwarfs from five nearby moving groups; sample_size=199 sector-level light curves; flares=NOT_REPORTED; QPP_candidates=NOT_APPLICABLE,ABSTRACT,BAAS AAS243 abstract #259.11,"Available source identifies the observational/sample scope as M/K dwarfs from five nearby moving groups; reported scale: 199 sector-level light curves, flares: NOT_REPORTED, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0146,BAIIW0181,BAIIV0273,detection_method_and_processing,primary=Flare localization relative to rotational/starspot modulation; additional=Three localization categories; AFINO=NO; wavelet=NO; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,BAAS AAS243 abstract #259.11,Available source describes the primary analysis as Flare localization relative to rotational/starspot modulation; additional processing/method information: Three localization categories.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0147,BAIIW0181,BAIIV0273,validation_and_robustness,window=YES; processing=NOT_REPORTED; injection=NO; ground_truth=NO; selection_function=NO; heldout=NO,ABSTRACT,BAAS AAS243 abstract #259.11,"Available source reports validation/robustness state: window robustness YES, processing robustness NOT_REPORTED, injection–recovery NO, known ground truth NO, selection-function characterization NO, held-out validation NO.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0148,BAIIW0181,BAIIV0273,reported_conclusions_and_limitations,methodological=Flares are localized statistically relative to starspot modulation in sector-level TESS light curves.; catalog=The preliminary sample comprises 199 light curves from young M/K stars.; validation=No injection–recovery/held-out validation is reported.,ABSTRACT,BAAS AAS243 abstract #259.11,Authors/source-level conclusions were paraphrased as: Flares are localized statistically relative to starspot modulation in sector-level TESS light curves. Validation context: No injection–recovery/held-out validation is reported. Limitations: The abstract states the preliminary localization technique does not work for all light-curve shapes.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0149,BAIIW0182,BAIIV0274,population_and_sample,TESS=YES; sample=Expanded nearby-young-moving-group TESS flare study; sample_size=NOT_REPORTED; flares=NOT_REPORTED; QPP_candidates=NOT_APPLICABLE,ABSTRACT,AAS247 abstract/provider metadata,"Available source identifies the observational/sample scope as Expanded nearby-young-moving-group TESS flare study; reported scale: NOT_REPORTED, flares: NOT_REPORTED, QPP candidates: NOT_APPLICABLE.",VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0150,BAIIW0182,BAIIV0274,detection_method_and_processing,primary=Expanded TESS flare-study methodology (conference abstract); additional=NOT_REPORTED; AFINO=NO; wavelet=NOT_REPORTED; Bayesian=NOT_REPORTED; gaps=NOT_REPORTED,ABSTRACT,AAS247 abstract/provider metadata,Available source describes the primary analysis as Expanded TESS flare-study methodology (conference abstract); additional processing/method information: NOT_REPORTED.,VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0151,BAIIW0182,BAIIV0274,validation_and_robustness,window=NOT_REPORTED; processing=YES; injection=NOT_REPORTED; ground_truth=NOT_REPORTED; selection_function=NOT_REPORTED; heldout=NOT_REPORTED,ABSTRACT,AAS247 abstract/provider metadata,"Available source reports validation/robustness state: window robustness NOT_REPORTED, processing robustness YES, injection–recovery NOT_REPORTED, known ground truth NOT_REPORTED, selection-function characterization NOT_REPORTED, held-out validation NOT_REPORTED.",VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0152,BAIIW0182,BAIIV0274,reported_conclusions_and_limitations,"methodological=The preferred AAS abstract signals an expanded TESS moving-group flare analysis with new methods, but does not resolve enough detail for stronger method claims.; catalog=Expanded nearby-young-moving-group flare population; exact counts are not reported in the preferred abstract evidence used here.; validation=NOT_REPORTED",ABSTRACT,AAS247 abstract/provider metadata,"Authors/source-level conclusions were paraphrased as: The preferred AAS abstract signals an expanded TESS moving-group flare analysis with new methods, but does not resolve enough detail for stronger method claims. Validation context: NOT_REPORTED Limitations: Conference abstract and frozen preferred-version evidence leave methodological details NOT_REPORTED; later related work is not silently substituted for the frozen preferred version.",VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0153,BAIIW0188,BAIIV0280,population_and_sample,TESS=YES; sample=M dwarfs with TESS white-light flares and SDSS-V chromospheric measurements; sample_size=NOT_REPORTED; flares=NOT_REPORTED; QPP_candidates=NOT_APPLICABLE,ABSTRACT,AAS247 abstract/provider metadata,"Available source identifies the observational/sample scope as M dwarfs with TESS white-light flares and SDSS-V chromospheric measurements; reported scale: NOT_REPORTED, flares: NOT_REPORTED, QPP candidates: NOT_APPLICABLE.",VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0154,BAIIW0188,BAIIV0280,detection_method_and_processing,primary=Cross-survey flare/chromospheric activity comparison; additional=SDSS-V spectroscopic variability; AFINO=NO; wavelet=NO; Bayesian=NOT_REPORTED; gaps=NOT_REPORTED,ABSTRACT,AAS247 abstract/provider metadata,Available source describes the primary analysis as Cross-survey flare/chromospheric activity comparison; additional processing/method information: SDSS-V spectroscopic variability.,VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0155,BAIIW0188,BAIIV0280,validation_and_robustness,window=NOT_APPLICABLE; processing=NOT_REPORTED; injection=NO; ground_truth=NO; selection_function=NOT_REPORTED; heldout=NO,ABSTRACT,AAS247 abstract/provider metadata,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness NOT_REPORTED, injection–recovery NO, known ground truth NO, selection-function characterization NOT_REPORTED, held-out validation NO.",VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0156,BAIIW0188,BAIIV0280,reported_conclusions_and_limitations,methodological=The work links TESS white-light flare activity to SDSS-V chromospheric variability.; catalog=Exact sample/flare counts are not resolved in the frozen preferred-version evidence used here.; validation=No injection–recovery or held-out validation is established from the preferred abstract evidence.,ABSTRACT,AAS247 abstract/provider metadata,Authors/source-level conclusions were paraphrased as: The work links TESS white-light flare activity to SDSS-V chromospheric variability. Validation context: No injection–recovery or held-out validation is established from the preferred abstract evidence. Limitations: Conference-abstract detail limits extraction; no later paper is substituted for the frozen work identity.,VERIFIED_WITH_SOURCE_ACCESS_LIMITATION,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0157,BAIIW0190,BAIIV0283,population_and_sample,TESS=NOT_APPLICABLE; sample=Software/method record; sample_size=NOT_APPLICABLE; flares=NOT_APPLICABLE; QPP_candidates=NOT_APPLICABLE,PROVIDER_METADATA,Astrophysics Source Code Library record,"Available source identifies the observational/sample scope as Software/method record; reported scale: NOT_APPLICABLE, flares: NOT_APPLICABLE, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0158,BAIIW0190,BAIIV0283,detection_method_and_processing,primary=AFINO Fourier-based model comparison; additional=Automated result serialization/summary plotting; AFINO=YES; wavelet=NO; Bayesian=YES; gaps=NOT_REPORTED,PROVIDER_METADATA,Astrophysics Source Code Library record,Available source describes the primary analysis as AFINO Fourier-based model comparison; additional processing/method information: Automated result serialization/summary plotting.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0159,BAIIW0190,BAIIV0283,validation_and_robustness,window=NOT_APPLICABLE; processing=NOT_APPLICABLE; injection=NOT_APPLICABLE; ground_truth=NOT_APPLICABLE; selection_function=NOT_APPLICABLE; heldout=NOT_APPLICABLE,PROVIDER_METADATA,Astrophysics Source Code Library record,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness NOT_APPLICABLE, injection–recovery NOT_APPLICABLE, known ground truth NOT_APPLICABLE, selection-function characterization NOT_APPLICABLE, held-out validation NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0160,BAIIW0190,BAIIV0283,reported_conclusions_and_limitations,methodological=AFINO is an automated Fourier-domain model-comparison implementation for oscillation detection in time series.; catalog=NOT_APPLICABLE; validation=NOT_APPLICABLE,PROVIDER_METADATA,Astrophysics Source Code Library record,Authors/source-level conclusions were paraphrased as: AFINO is an automated Fourier-domain model-comparison implementation for oscillation detection in time series. Validation context: NOT_APPLICABLE Limitations: ASCL is a software record; scientific performance/selection-function validation must be sourced from studies using the code.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
